threshold,precision,recall,specificity,f1,f2,balanced_accuracy,mcc,tp,fp,tn,fn
0.2442176342010498,0.02902097902097902,0.7904761904761904,0.4600427765895392,0.055986509274873524,0.12652439024390244,0.6252594835328649,0.07044389259820016,83,2777,2366,22
0.24422957003116608,0.029031129765652326,0.7904761904761904,0.4602372156328991,0.05600539811066127,0.12656297651723086,0.6253567030545448,0.0704961364778454,83,2776,2367,22
0.24428078532218933,0.029041287613715886,0.7904761904761904,0.460431654676259,0.0560242996962538,0.12660158633312996,0.6254539225762248,0.07054838716699041,83,2775,2368,22
0.244381383061409,0.02905145257262863,0.7904761904761904,0.4606260937196189,0.056043214044564485,0.12664021971315229,0.6255511420979046,0.07060064468699477,83,2774,2369,22
0.24438944458961487,0.029061624649859945,0.7904761904761904,0.4608205327629788,0.05606214116852415,0.12667887667887667,0.6256483616195846,0.07065290905922278,83,2773,2370,22
0.2444361299276352,0.02907180385288967,0.7904761904761904,0.4610149718063387,0.056081081081081084,0.1267175572519084,0.6257455811412646,0.07070518030504344,83,2772,2371,22
0.24445028603076935,0.02908199018920813,0.7904761904761904,0.46120941084969863,0.05610003379520108,0.12675626145387905,0.6258428006629445,0.0707574584458306,83,2771,2372,22
0.2444712370634079,0.02909218366631616,0.7904761904761904,0.46140384989305855,0.05611899932386748,0.1267949893064467,0.6259400201846245,0.07080974350296293,83,2770,2373,22
0.24447710812091827,0.029102384291725104,0.7904761904761904,0.4615982889364184,0.056137977680081164,0.12683374083129584,0.6260372397063044,0.07086203549782398,83,2769,2374,22
0.24449512362480164,0.02911259207295686,0.7904761904761904,0.46179272797977833,0.05615696887686062,0.12687251605013758,0.6261344592279844,0.07091433445180224,83,2768,2375,22
0.2445606142282486,0.02912280701754386,0.7904761904761904,0.46198716702313825,0.05617597292724196,0.12691131498470948,0.6262316787496643,0.07096664038629118,83,2767,2376,22
0.24463675916194916,0.029133029133029134,0.7904761904761904,0.46218160606649816,0.056194989844278946,0.12695013765677576,0.6263288982713443,0.07101895332268927,83,2766,2377,22
0.2447114884853363,0.02914325842696629,0.7904761904761904,0.4623760451098581,0.05621401964104301,0.12698898408812728,0.6264261177930243,0.0710712732824001,83,2765,2378,22
0.2447664439678192,0.029153494906919566,0.7904761904761904,0.46257048415321794,0.05623306233062331,0.12702785430058158,0.6265233373147042,0.07112360028683228,83,2764,2379,22
0.2448675036430359,0.02881236823612087,0.780952380952381,0.46257048415321794,0.05557438156557099,0.12553582363747703,0.6217614325527995,0.06844452391596736,82,2764,2379,23
0.2449008971452713,0.028822495606326888,0.780952380952381,0.46276492319657786,0.05559322033898305,0.12557427258805512,0.6218586520744794,0.06849695357172908,82,2763,2380,23
0.24493828415870667,0.028832630098452883,0.780952380952381,0.4629593622399378,0.05561207188877586,0.1256127450980392,0.6219558715961594,0.06854938992838815,82,2762,2381,23
0.24504992365837097,0.02884277172001407,0.780952380952381,0.4631538012832977,0.05563093622795115,0.1256512411890898,0.6220530911178394,0.06860183300749147,82,2761,2382,23
0.2451021671295166,0.028501055594651655,0.7714285714285715,0.4631538012832977,0.05497115710892433,0.12415695892090742,0.6172911863559346,0.06592322393170087,81,2761,2382,24
0.2451976239681244,0.028511087645195353,0.7714285714285715,0.4633482403266576,0.054989816700611,0.12419503219871206,0.6173884058776146,0.06597576738636987,81,2760,2383,24
0.2452169507741928,0.02852112676056338,0.7714285714285715,0.4635426793700175,0.05500848896434635,0.12423312883435583,0.6174856253992944,0.06602831722053747,81,2759,2384,24
0.24523352086544037,0.028531172948221203,0.7714285714285715,0.4637371184133774,0.05502717391304348,0.1242712488493403,0.6175828449209744,0.06608087345588498,81,2758,2385,24
0.24546076357364655,0.02854122621564482,0.7714285714285715,0.4639315574567373,0.05504587155963303,0.12430939226519337,0.6176800644426543,0.06613343611409815,81,2757,2386,24
0.24555256962776184,0.02855128657032076,0.7714285714285715,0.4641259965000972,0.055064581917063225,0.12434755910346945,0.6177772839643343,0.06618600521686717,81,2756,2387,24
